"UserID","WithdrawalID","SummaryDate","ProcessDate","ProcessTime","PayMeth","PayMethCat","CardType","Amount","Status"
2822,55388,2017-01-16,2017-01-16,"22:54:54","PayPal","eWallet","Und",25,"S"
32552,55389,2017-01-16,2017-01-16,"22:59:29","PayPal","eWallet","Und",300,"R"
12319,55393,2017-01-17,2017-01-17,"00:31:23","Banktransfer","Bank Transfer","Und",26.2891,"S"
62918,55395,2017-01-17,2017-01-17,"06:12:57","Banktransfer","Bank Transfer","Und",1001,"S"
52573,55396,2017-01-17,2017-01-17,"07:57:22","Banktransfer","Bank Transfer","Und",450,"S"
12967,55397,2017-01-17,2017-01-17,"07:59:31","Banktransfer","Bank Transfer","Und",136.55847,"S"
32552,55399,2017-01-17,2017-01-17,"11:00:13","PayPal","eWallet","Und",700,"R"
39739,55404,2017-01-17,2017-01-17,"13:35:30","Banktransfer","Bank Transfer","Und",50,"R"
32552,55405,2017-01-17,2017-01-17,"14:05:38","PayPal","eWallet","Und",450,"R"
32552,55406,2017-01-17,2017-01-17,"15:39:19","PayPal","eWallet","Und",550,"R"
2822,55407,2017-01-17,2017-01-17,"16:15:41","PayPal","eWallet","Und",115,"R"
32552,55408,2017-01-17,2017-01-17,"16:24:07","PayPal","eWallet","Und",200,"R"
60063,55413,2017-01-17,2017-01-17,"18:01:02","Banktransfer","Bank Transfer","Und",35,"S"
60063,55416,2017-01-17,2017-01-17,"18:39:00","Banktransfer","Bank Transfer","Und",16,"S"
17745,55418,2017-01-17,2017-01-17,"20:07:23","Banktransfer","Bank Transfer","Und",119,"S"
30086,55419,2017-01-17,2017-01-17,"20:12:22","Banktransfer","Bank Transfer","Und",80,"S"
41533,55421,2017-01-17,2017-01-17,"20:31:57","Banktransfer","Bank Transfer","Und",190,"S"
65036,55422,2017-01-17,2017-01-17,"21:10:44","Banktransfer","Bank Transfer","Und",7.39742,"R"
39739,55423,2017-01-17,2017-01-17,"21:15:43","Banktransfer","Bank Transfer","Und",50,"R"
32552,55424,2017-01-17,2017-01-17,"21:24:21","PayPal","eWallet","Und",1550,"R"
8441,55425,2017-01-17,2017-01-17,"21:33:36","Banktransfer","Bank Transfer","Und",120,"S"
42482,55426,2017-01-17,2017-01-17,"21:34:37","Banktransfer","Bank Transfer","Und",150,"R"
16555,55434,2017-01-18,2017-01-18,"03:18:42","Banktransfer","Bank Transfer","Und",200,"S"
39739,55437,2017-01-18,2017-01-18,"07:47:52","Banktransfer","Bank Transfer","Und",30,"R"
39739,55438,2017-01-18,2017-01-18,"08:19:06","Banktransfer","Bank Transfer","Und",50,"R"
39739,55440,2017-01-18,2017-01-18,"09:42:34","Banktransfer","Bank Transfer","Und",80,"R"
39739,55441,2017-01-18,2017-01-18,"09:51:17","Banktransfer","Bank Transfer","Und",30.37,"R"
32552,55442,2017-01-18,2017-01-18,"10:14:20","PayPal","eWallet","Und",100,"R"
11872,55443,2017-01-18,2017-01-18,"11:03:10","PayPal","eWallet","Und",30,"S"
32552,55445,2017-01-18,2017-01-18,"13:32:18","PayPal","eWallet","Und",1450,"R"
32552,55446,2017-01-18,2017-01-18,"15:42:42","PayPal","eWallet","Und",200,"R"
42482,55448,2017-01-18,2017-01-18,"16:06:16","Banktransfer","Bank Transfer","Und",250,"S"
7840,55450,2017-01-18,2017-01-18,"17:09:31","Banktransfer","Bank Transfer","Und",26.51976,"S"
63909,55451,2017-01-18,2017-01-18,"18:06:05","PayPal","eWallet","Und",450,"R"
70227,55454,2017-01-18,2017-01-18,"18:57:36","Neteller","eWallet","Und",11,"S"
29416,55458,2017-01-18,2017-01-18,"21:36:27","PayPal","eWallet","Und",60.69,"R"
24870,55459,2017-01-18,2017-01-18,"22:02:20","Banktransfer","Bank Transfer","Und",92.46778,"R"
24870,55460,2017-01-18,2017-01-18,"22:10:13","Banktransfer","Bank Transfer","Und",11.09613,"R"
48616,55462,2017-01-18,2017-01-18,"22:16:46","PayPal","eWallet","Und",100,"S"
16555,55467,2017-01-18,2017-01-18,"23:21:05","Banktransfer","Bank Transfer","Und",333,"S"
24870,55473,2017-01-19,2017-01-19,"00:54:11","Banktransfer","Bank Transfer","Und",66.5768,"R"
17745,55477,2017-01-19,2017-01-19,"10:16:19","Banktransfer","Bank Transfer","Und",60,"S"
15296,55485,2017-01-19,2017-01-19,"14:54:08","Banktransfer","Bank Transfer","Und",10,"S"
29416,55486,2017-01-19,2017-01-19,"15:04:45","PayPal","eWallet","Und",100,"R"
56642,55487,2017-01-19,2017-01-19,"15:51:17","PayPal","eWallet","Und",30,"S"
29416,55489,2017-01-19,2017-01-19,"16:03:30","PayPal","eWallet","Und",70,"R"
13996,55491,2017-01-19,2017-01-19,"17:25:33","Banktransfer","Bank Transfer","Und",90,"R"
37670,55492,2017-01-19,2017-01-19,"17:59:50","Banktransfer","Bank Transfer","Und",90,"S"
29416,55498,2017-01-19,2017-01-19,"19:00:18","PayPal","eWallet","Und",30,"R"
29416,55500,2017-01-19,2017-01-19,"19:20:25","PayPal","eWallet","Und",20,"R"
29416,55502,2017-01-19,2017-01-19,"20:21:43","PayPal","eWallet","Und",50,"S"
22595,55504,2017-01-19,2017-01-19,"21:04:17","Banktransfer","Bank Transfer","Und",70,"S"
24416,55505,2017-01-19,2017-01-19,"21:48:51","Banktransfer","Bank Transfer","Und",186.56985,"S"
2822,55506,2017-01-19,2017-01-19,"22:02:11","PayPal","eWallet","Und",100,"S"
49429,55508,2017-01-19,2017-01-19,"22:52:04","Banktransfer","Bank Transfer","Und",300,"S"
12319,55511,2017-01-20,2017-01-20,"00:37:11","Banktransfer","Bank Transfer","Und",25.99192,"S"
32552,55516,2017-01-20,2017-01-20,"12:37:07","PayPal","eWallet","Und",350,"R"
17745,55518,2017-01-20,2017-01-20,"13:05:26","Banktransfer","Bank Transfer","Und",25,"S"
36478,55519,2017-01-20,2017-01-20,"14:50:20","PayPal","eWallet","Und",14.7,"S"
39164,55520,2017-01-20,2017-01-20,"15:10:55","VISA","EEA debit/credit card","Und",462.25347,"S"
32552,55522,2017-01-20,2017-01-20,"15:32:24","PayPal","eWallet","Und",150,"R"
28708,55524,2017-01-20,2017-01-20,"17:17:44","VISA","EEA debit/credit card","Und",40,"S"
37670,55527,2017-01-20,2017-01-20,"17:57:57","Banktransfer","Bank Transfer","Und",150,"S"
56642,55531,2017-01-20,2017-01-20,"20:42:40","PayPal","eWallet","Und",30,"R"
56642,55533,2017-01-20,2017-01-20,"21:47:43","PayPal","eWallet","Und",45,"S"
43093,55535,2017-01-20,2017-01-20,"22:27:59","PayPal","eWallet","Und",94,"S"
13479,55538,2017-01-21,2017-01-21,"01:14:48","PayPal","eWallet","Und",50,"S"
13479,55539,2017-01-21,2017-01-21,"01:22:25","PayPal","eWallet","Und",10,"S"
16895,55547,2017-01-21,2017-01-21,"09:35:27","Banktransfer","Bank Transfer","Und",140,"R"
16895,55548,2017-01-21,2017-01-21,"09:42:33","Banktransfer","Bank Transfer","Und",50,"R"
17745,55550,2017-01-21,2017-01-21,"10:05:29","Banktransfer","Bank Transfer","Und",20,"S"
9950,55560,2017-01-21,2017-01-21,"14:50:28","VISA","EEA debit/credit card","Und",50,"S"
32552,55561,2017-01-21,2017-01-21,"15:04:26","PayPal","eWallet","Und",150,"R"
69487,55571,2017-01-21,2017-01-21,"17:26:43","VISA","EEA debit/credit card","Und",70,"S"
29416,55580,2017-01-21,2017-01-21,"19:31:10","PayPal","eWallet","Und",70,"R"
2822,55593,2017-01-21,2017-01-21,"21:46:04","PayPal","eWallet","Und",120,"S"
32552,55600,2017-01-21,2017-01-21,"23:01:14","PayPal","eWallet","Und",50,"R"
32552,55602,2017-01-21,2017-01-21,"23:32:28","PayPal","eWallet","Und",300,"R"
56642,55604,2017-01-22,2017-01-22,"00:42:39","PayPal","eWallet","Und",20,"S"
11872,55608,2017-01-22,2017-01-22,"09:21:55","PayPal","eWallet","Und",50,"S"
43093,55616,2017-01-22,2017-01-22,"14:30:56","PayPal","eWallet","Und",47,"S"
33886,55620,2017-01-22,2017-01-22,"16:48:51","Banktransfer","Bank Transfer","Und",220,"S"
63058,55626,2017-01-22,2017-01-22,"18:08:46","PayPal","eWallet","Und",250,"S"
38010,55630,2017-01-22,2017-01-22,"20:04:20","VISA","EEA debit/credit card","Und",50,"S"
56543,55635,2017-01-22,2017-01-22,"21:56:05","Banktransfer","Bank Transfer","Und",100,"S"
63058,55646,2017-01-22,2017-01-22,"23:12:03","PayPal","eWallet","Und",100,"S"
54822,55647,2017-01-22,2017-01-22,"23:18:33","Banktransfer","Bank Transfer","Und",130,"S"
24416,55648,2017-01-22,2017-01-22,"23:20:06","Banktransfer","Bank Transfer","Und",186.5647,"S"
18097,55649,2017-01-22,2017-01-22,"23:24:22","VISA","EEA debit/credit card","Und",42.31257,"S"
43585,55651,2017-01-22,2017-01-22,"23:35:09","Banktransfer","Bank Transfer","Und",50,"S"
39907,55654,2017-01-23,2017-01-23,"00:40:42","Banktransfer","Bank Transfer","Und",1159.84,"S"
28708,55655,2017-01-23,2017-01-23,"02:10:33","PayPal","eWallet","Und",15,"S"
35834,55656,2017-01-23,2017-01-23,"02:26:29","PayPal","eWallet","Und",420,"S"
20660,55657,2017-01-23,2017-01-23,"02:38:30","Moneybookers","eWallet","Und",483,"S"
8574,55660,2017-01-23,2017-01-23,"06:20:57","Banktransfer","Bank Transfer","Und",20.05,"R"
16895,55664,2017-01-23,2017-01-23,"10:49:38","Banktransfer","Bank Transfer","Und",140,"R"
16895,55665,2017-01-23,2017-01-23,"11:02:56","Banktransfer","Bank Transfer","Und",50,"R"
55272,55668,2017-01-23,2017-01-23,"13:13:56","VISA","EEA debit/credit card","Und",751.71726,"R"
16895,55670,2017-01-23,2017-01-23,"14:37:15","Banktransfer","Bank Transfer","Und",50,"S"
16895,55678,2017-01-23,2017-01-23,"16:00:18","Banktransfer","Bank Transfer","Und",90,"S"
28708,55681,2017-01-23,2017-01-23,"16:10:57","VISA","EEA debit/credit card","Und",55,"S"
60975,55684,2017-01-23,2017-01-23,"18:56:51","VISA","EEA debit/credit card","Und",56,"S"
55272,55686,2017-01-23,2017-01-23,"19:29:17","VISA","EEA debit/credit card","Und",809.54166,"R"
55272,55690,2017-01-23,2017-01-23,"20:15:51","VISA","EEA debit/credit card","Und",2081.67856,"R"
16895,55693,2017-01-23,2017-01-23,"21:11:45","Banktransfer","Bank Transfer","Und",170,"S"
66691,55695,2017-01-23,2017-01-23,"21:19:17","PayPal","eWallet","Und",100,"S"
22828,55701,2017-01-24,2017-01-24,"00:42:58","Banktransfer","Bank Transfer","Und",100,"S"
17696,55702,2017-01-24,2017-01-24,"01:23:14","PayPal","eWallet","Und",17.75,"S"
16555,55705,2017-01-24,2017-01-24,"03:17:32","Banktransfer","Bank Transfer","Und",220,"S"
62918,55707,2017-01-24,2017-01-24,"06:07:56","Banktransfer","Bank Transfer","Und",100,"R"
13479,55710,2017-01-24,2017-01-24,"13:15:23","PayPal","eWallet","Und",11.75,"S"
46577,55714,2017-01-24,2017-01-24,"16:30:58","VISA","EEA debit/credit card","Und",19.29902,"S"
39561,55717,2017-01-24,2017-01-24,"17:06:03","PayPal","eWallet","Und",90,"S"
52524,55724,2017-01-24,2017-01-24,"20:53:51","PayPal","eWallet","Und",734.05,"S"
2822,55732,2017-01-24,2017-01-24,"23:04:23","PayPal","eWallet","Und",35,"S"
63058,55734,2017-01-24,2017-01-24,"23:08:33","PayPal","eWallet","Und",50,"S"
44531,55735,2017-01-24,2017-01-24,"23:13:52","Banktransfer","Bank Transfer","Und",185.37,"S"
16895,55736,2017-01-24,2017-01-24,"23:20:03","Banktransfer","Bank Transfer","Und",90,"R"
20694,55745,2017-01-25,2017-01-25,"01:21:37","PayPal","eWallet","Und",80,"S"
20694,55746,2017-01-25,2017-01-25,"01:35:11","PayPal","eWallet","Und",25,"S"
11872,55750,2017-01-25,2017-01-25,"06:17:20","PayPal","eWallet","Und",25,"S"
60975,55759,2017-01-25,2017-01-25,"12:12:04","VISA","EEA debit/credit card","Und",30,"S"
66691,55763,2017-01-25,2017-01-25,"15:05:55","PayPal","eWallet","Und",300,"S"
16843,55765,2017-01-25,2017-01-25,"16:33:56","Banktransfer","Bank Transfer","Und",300,"S"
50289,55773,2017-01-25,2017-01-25,"20:19:38","Banktransfer","Bank Transfer","Und",85,"R"
50289,55774,2017-01-25,2017-01-25,"20:42:27","Banktransfer","Bank Transfer","Und",15,"R"
50289,55776,2017-01-25,2017-01-25,"20:54:41","Banktransfer","Bank Transfer","Und",90,"R"
56056,55777,2017-01-25,2017-01-25,"21:27:51","Banktransfer","Bank Transfer","Und",300,"S"
50289,55779,2017-01-25,2017-01-25,"22:36:16","Banktransfer","Bank Transfer","Und",130,"R"
6196,55781,2017-01-25,2017-01-25,"22:40:07","PayPal","eWallet","Und",205,"S"
20660,55782,2017-01-25,2017-01-25,"22:53:52","Moneybookers","eWallet","Und",500.5,"S"
2822,55783,2017-01-25,2017-01-25,"23:03:48","PayPal","eWallet","Und",100,"S"
63058,55786,2017-01-25,2017-01-25,"23:22:21","PayPal","eWallet","Und",50,"S"
17696,55797,2017-01-26,2017-01-26,"01:37:42","PayPal","eWallet","Und",50,"S"
17696,55798,2017-01-26,2017-01-26,"06:56:54","PayPal","eWallet","Und",10,"S"
50289,55800,2017-01-26,2017-01-26,"02:47:49","Banktransfer","Bank Transfer","Und",30,"R"
23563,55802,2017-01-26,2017-01-26,"03:22:47","Neteller","eWallet","Und",23.14,"S"
11872,55803,2017-01-26,2017-01-26,"06:56:29","PayPal","eWallet","Und",25,"R"
45601,55805,2017-01-26,2017-01-26,"09:16:53","VISA","EEA debit/credit card","Und",161.077,"S"
32552,55808,2017-01-26,2017-01-26,"10:20:03","PayPal","eWallet","Und",50,"R"
32552,55809,2017-01-26,2017-01-26,"10:27:55","PayPal","eWallet","Und",150,"R"
62918,55816,2017-01-26,2017-01-26,"16:44:40","Banktransfer","Bank Transfer","Und",100,"S"
37670,55817,2017-01-26,2017-01-26,"18:03:19","Banktransfer","Bank Transfer","Und",260,"S"
55538,55823,2017-01-26,2017-01-26,"19:40:20","VISA","EEA debit/credit card","Und",150,"S"
52524,55825,2017-01-26,2017-01-26,"20:44:58","PayPal","eWallet","Und",1475,"S"
63909,55828,2017-01-26,2017-01-26,"22:46:53","PayPal","eWallet","Und",60,"R"
63909,55830,2017-01-26,2017-01-26,"23:57:11","PayPal","eWallet","Und",50,"R"
63909,55831,2017-01-27,2017-01-27,"00:07:31","PayPal","eWallet","Und",500,"R"
63909,55833,2017-01-27,2017-01-27,"00:59:15","PayPal","eWallet","Und",600,"R"
12319,55834,2017-01-27,2017-01-27,"01:14:17","Banktransfer","Bank Transfer","Und",19.32924,"S"
5927,55836,2017-01-27,2017-01-27,"02:27:34","PayPal","eWallet","Und",74.26,"S"
9300,55840,2017-01-27,2017-01-27,"11:39:10","Banktransfer","Bank Transfer","Und",10,"S"
9300,55842,2017-01-27,2017-01-27,"12:20:25","Banktransfer","Bank Transfer","Und",10,"S"
9300,55847,2017-01-27,2017-01-27,"19:00:33","Banktransfer","Bank Transfer","Und",10,"S"
62918,55850,2017-01-27,2017-01-27,"20:35:52","Banktransfer","Bank Transfer","Und",104,"R"
702,55851,2017-01-27,2017-01-27,"20:39:44","Banktransfer","Bank Transfer","Und",10,"S"
20660,55853,2017-01-27,2017-01-27,"21:56:48","Moneybookers","eWallet","Und",605,"S"
37670,55854,2017-01-27,2017-01-27,"22:08:59","Banktransfer","Bank Transfer","Und",150,"S"
2822,55859,2017-01-27,2017-01-27,"22:47:39","PayPal","eWallet","Und",50,"S"
6196,55865,2017-01-28,2017-01-28,"00:56:36","PayPal","eWallet","Und",100,"S"
59477,55866,2017-01-28,2017-01-28,"01:21:13","Banktransfer","Bank Transfer","Und",100,"S"
46990,55869,2017-01-28,2017-01-28,"10:46:02","PayPal","eWallet","Und",330,"R"
36478,55874,2017-01-28,2017-01-28,"13:41:22","PayPal","eWallet","Und",10,"R"
16845,55880,2017-01-28,2017-01-28,"15:49:50","Banktransfer","Bank Transfer","Und",200,"S"
16895,55882,2017-01-28,2017-01-28,"16:04:38","Banktransfer","Bank Transfer","Und",50,"S"
58678,55886,2017-01-28,2017-01-28,"17:30:49","Banktransfer","Bank Transfer","Und",37.71,"S"
11872,55890,2017-01-28,2017-01-28,"17:45:14","PayPal","eWallet","Und",40,"S"
18232,55895,2017-01-28,2017-01-28,"18:32:49","VISA","EEA debit/credit card","Und",40,"S"
64273,55899,2017-01-28,2017-01-28,"19:07:23","VISA","EEA debit/credit card","Und",116.65019,"S"
57933,55900,2017-01-28,2017-01-28,"19:13:18","VISA","EEA debit/credit card","Und",70,"S"
16845,55902,2017-01-28,2017-01-28,"19:14:18","Banktransfer","Bank Transfer","Und",200,"S"
21179,55903,2017-01-28,2017-01-28,"19:27:30","Banktransfer","Bank Transfer","Und",60,"S"
702,55906,2017-01-28,2017-01-28,"19:56:20","Banktransfer","Bank Transfer","Und",100,"S"
13929,55911,2017-01-28,2017-01-28,"20:47:35","Banktransfer","Bank Transfer","Und",200,"S"
24416,55918,2017-01-28,2017-01-28,"21:44:57","Banktransfer","Bank Transfer","Und",466.60078,"R"
24416,55929,2017-01-28,2017-01-28,"23:34:56","Banktransfer","Bank Transfer","Und",653.24109,"S"
60975,55930,2017-01-28,2017-01-28,"23:35:56","VISA","EEA debit/credit card","Und",100,"R"
60975,55931,2017-01-28,2017-01-28,"23:39:13","VISA","EEA debit/credit card","Und",100,"R"
60975,55932,2017-01-28,2017-01-28,"23:45:38","VISA","EEA debit/credit card","Und",100,"R"
60975,55935,2017-01-29,2017-01-29,"00:11:47","VISA","EEA debit/credit card","Und",100,"R"
28725,55943,2017-01-29,2017-01-29,"02:56:42","Banktransfer","Bank Transfer","Und",150,"S"
55822,55945,2017-01-29,2017-01-29,"09:31:32","Banktransfer","Bank Transfer","Und",50,"S"
40192,55954,2017-01-29,2017-01-29,"13:08:24","PayPal","eWallet","Und",100,"S"
33395,55962,2017-01-29,2017-01-29,"15:04:43","PayPal","eWallet","Und",249.23,"S"
48616,55976,2017-01-29,2017-01-29,"18:17:03","PayPal","eWallet","Und",50,"S"
49880,55988,2017-01-29,2017-01-29,"22:38:31","Banktransfer","Bank Transfer","Und",53,"S"
69708,55994,2017-01-29,2017-01-29,"23:49:02","Banktransfer","Bank Transfer","Und",50,"S"
24416,55996,2017-01-29,2017-01-29,"23:52:13","Banktransfer","Bank Transfer","Und",191.30632,"S"
36718,55997,2017-01-29,2017-01-29,"23:56:00","Banktransfer","Bank Transfer","Und",1000,"R"
35834,55998,2017-01-30,2017-01-30,"00:18:34","PayPal","eWallet","Und",230,"S"
3005,56000,2017-01-30,2017-01-30,"00:57:59","PayPal","eWallet","Und",20,"S"
36718,56002,2017-01-30,2017-01-30,"01:55:42","Banktransfer","Bank Transfer","Und",2300,"R"
39046,56005,2017-01-30,2017-01-30,"08:53:06","PayPal","eWallet","Und",304,"S"
50289,56015,2017-01-30,2017-01-30,"13:24:28","Banktransfer","Bank Transfer","Und",20,"R"
50289,56016,2017-01-30,2017-01-30,"13:53:04","Banktransfer","Bank Transfer","Und",30,"R"
50289,56017,2017-01-30,2017-01-30,"14:36:43","Banktransfer","Bank Transfer","Und",30,"R"
5210,56018,2017-01-30,2017-01-30,"15:54:28","VISA","EEA debit/credit card","Und",2580.81512,"S"
11872,56019,2017-01-30,2017-01-30,"16:07:49","PayPal","eWallet","Und",40,"R"
65036,56020,2017-01-30,2017-01-30,"16:30:04","Banktransfer","Bank Transfer","Und",18.5017,"R"
36718,56039,2017-01-30,2017-01-30,"22:29:48","Banktransfer","Bank Transfer","Und",2500,"R"
65036,56043,2017-01-30,2017-01-30,"23:26:01","Banktransfer","Bank Transfer","Und",18.5017,"R"
12319,56044,2017-01-30,2017-01-30,"23:35:47","Banktransfer","Bank Transfer","Und",19.25784,"S"
11872,56054,2017-01-31,2017-01-31,"04:06:37","PayPal","eWallet","Und",30,"S"
48438,56057,2017-01-31,2017-01-31,"07:13:35","PayPal","eWallet","Und",40,"S"
32552,56061,2017-01-31,2017-01-31,"10:19:14","PayPal","eWallet","Und",100,"R"
50289,56062,2017-01-31,2017-01-31,"10:56:50","Banktransfer","Bank Transfer","Und",230,"S"
63697,56063,2017-01-31,2017-01-31,"12:22:46","VISA","EEA debit/credit card","Und",105,"S"
16895,56073,2017-01-31,2017-01-31,"19:53:18","Banktransfer","Bank Transfer","Und",50,"S"
36718,56075,2017-01-31,2017-01-31,"21:14:31","Banktransfer","Bank Transfer","Und",500,"R"
62918,56079,2017-01-31,2017-01-31,"22:53:54","Banktransfer","Bank Transfer","Und",200,"S"
65036,56085,2017-01-31,2017-01-31,"23:11:04","Banktransfer","Bank Transfer","Und",18.49609,"S"
9950,56092,2017-02-01,2017-02-01,"05:25:30","VISA","EEA debit/credit card","Und",280,"S"
11872,56093,2017-02-01,2017-02-01,"06:27:53","PayPal","eWallet","Und",22.61,"S"
2090,56097,2017-02-01,2017-02-01,"10:32:47","Banktransfer","Bank Transfer","Und",60,"S"
19450,56111,2017-02-01,2017-02-01,"18:08:32","Banktransfer","Bank Transfer","Und",125,"S"
50289,56112,2017-02-01,2017-02-01,"18:33:17","Banktransfer","Bank Transfer","Und",20,"R"
65036,56120,2017-02-01,2017-02-01,"22:04:38","Banktransfer","Bank Transfer","Und",18.50392,"S"
36718,56121,2017-02-01,2017-02-01,"22:21:00","Banktransfer","Bank Transfer","Und",700,"R"
28729,56132,2017-02-01,2017-02-01,"23:02:47","Banktransfer","Bank Transfer","Und",144,"S"
6196,56133,2017-02-01,2017-02-01,"23:07:20","PayPal","eWallet","Und",150,"S"
49733,56136,2017-02-02,2017-02-02,"00:09:55","Banktransfer","Bank Transfer","Und",600,"R"
9950,56142,2017-02-02,2017-02-02,"12:01:13","VISA","EEA debit/credit card","Und",150,"S"
16845,56145,2017-02-02,2017-02-02,"13:40:24","Banktransfer","Bank Transfer","Und",200,"S"
22460,56149,2017-02-02,2017-02-02,"16:07:14","Banktransfer","Bank Transfer","Und",100,"S"
3605,56151,2017-02-02,2017-02-02,"18:11:44","Banktransfer","Bank Transfer","Und",10,"S"
65036,56159,2017-02-03,2017-02-03,"01:17:26","Banktransfer","Bank Transfer","Und",18.49555,"S"
39253,56171,2017-02-03,2017-02-03,"17:29:40","PayPal","eWallet","Und",100,"R"
9977,56172,2017-02-03,2017-02-03,"17:49:46","Banktransfer","Bank Transfer","Und",1000,"S"
39102,56176,2017-02-03,2017-02-03,"22:33:16","Banktransfer","Bank Transfer","Und",9.28077,"S"
64206,56185,2017-02-04,2017-02-04,"11:38:27","VISA","EEA debit/credit card","Und",650,"S"
9863,56189,2017-02-04,2017-02-04,"14:32:11","PayPal","eWallet","Und",20,"S"
39752,56201,2017-02-04,2017-02-04,"18:14:27","PayPal","eWallet","Und",70,"S"
8003,56213,2017-02-04,2017-02-04,"20:24:38","Banktransfer","Bank Transfer","Und",90,"S"
11872,56216,2017-02-04,2017-02-04,"20:37:50","PayPal","eWallet","Und",40,"S"
6196,56217,2017-02-04,2017-02-04,"20:46:26","PayPal","eWallet","Und",135.01,"S"
57933,56218,2017-02-04,2017-02-04,"20:48:04","VISA","EEA debit/credit card","Und",170,"S"
61104,56226,2017-02-05,2017-02-05,"00:23:56","PayPal","eWallet","Und",50.56,"S"
19450,56228,2017-02-05,2017-02-05,"00:41:21","Banktransfer","Bank Transfer","Und",50,"S"
16895,56237,2017-02-05,2017-02-05,"10:29:33","Banktransfer","Bank Transfer","Und",60,"R"
16895,56238,2017-02-05,2017-02-05,"10:35:25","Banktransfer","Bank Transfer","Und",60,"R"
57156,56244,2017-02-05,2017-02-05,"15:23:48","VISA","EEA debit/credit card","Und",60.25,"S"
62443,56252,2017-02-05,2017-02-05,"17:23:25","PayPal","eWallet","Und",10,"R"
62443,56254,2017-02-05,2017-02-05,"17:30:53","PayPal","eWallet","Und",15,"R"
62443,56255,2017-02-05,2017-02-05,"17:37:02","PayPal","eWallet","Und",35,"R"
62443,56256,2017-02-05,2017-02-05,"17:37:45","PayPal","eWallet","Und",30,"R"
62443,56257,2017-02-05,2017-02-05,"17:41:29","PayPal","eWallet","Und",40,"R"
62443,56261,2017-02-05,2017-02-05,"19:18:58","PayPal","eWallet","Und",10,"R"
2822,56280,2017-02-05,2017-02-05,"22:39:22","PayPal","eWallet","Und",130,"R"
39164,56283,2017-02-05,2017-02-05,"22:40:32","VISA","EEA debit/credit card","Und",1170.02169,"S"
56642,56285,2017-02-05,2017-02-05,"22:46:07","PayPal","eWallet","Und",50,"S"
2822,56292,2017-02-05,2017-02-05,"23:27:35","PayPal","eWallet","Und",100,"S"
64273,56299,2017-02-06,2017-02-06,"00:20:48","VISA","EEA debit/credit card","Und",187.08595,"S"
9950,56302,2017-02-06,2017-02-06,"01:06:42","VISA","EEA debit/credit card","Und",100,"S"
59212,56306,2017-02-06,2017-02-06,"03:34:21","VISA","EEA debit/credit card","Und",4212,"S"
2822,56307,2017-02-06,2017-02-06,"04:26:56","PayPal","eWallet","Und",70,"S"
36478,56308,2017-02-06,2017-02-06,"04:31:18","PayPal","eWallet","Und",42.75,"S"
8509,56312,2017-02-06,2017-02-06,"04:47:26","PayPal","eWallet","Und",39.97,"S"
2822,56315,2017-02-06,2017-02-06,"05:00:55","PayPal","eWallet","Und",30,"S"
3541,56327,2017-02-06,2017-02-06,"09:28:40","Banktransfer","Bank Transfer","Und",359.97207,"S"
2822,56336,2017-02-06,2017-02-06,"14:35:56","PayPal","eWallet","Und",60,"R"
9300,56354,2017-02-06,2017-02-06,"19:40:03","Banktransfer","Bank Transfer","Und",10,"S"
9300,56356,2017-02-06,2017-02-06,"20:05:54","Banktransfer","Bank Transfer","Und",10,"S"
9300,56358,2017-02-06,2017-02-06,"20:35:00","Banktransfer","Bank Transfer","Und",10,"S"
9300,56362,2017-02-06,2017-02-06,"21:04:37","Banktransfer","Bank Transfer","Und",10,"S"
9300,56363,2017-02-06,2017-02-06,"21:22:10","Banktransfer","Bank Transfer","Und",10,"S"
9300,56369,2017-02-06,2017-02-06,"22:18:42","Banktransfer","Bank Transfer","Und",11,"S"
9300,56371,2017-02-06,2017-02-06,"22:51:54","Banktransfer","Bank Transfer","Und",10,"S"
36718,56373,2017-02-06,2017-02-06,"22:57:30","Banktransfer","Bank Transfer","Und",400,"R"
56279,56381,2017-02-07,2017-02-07,"02:00:31","Banktransfer","Bank Transfer","Und",821.70936,"S"
62879,56382,2017-02-07,2017-02-07,"02:28:00","Banktransfer","Bank Transfer","Und",300,"S"
2822,56386,2017-02-07,2017-02-07,"08:15:47","PayPal","eWallet","Und",50,"R"
36718,56387,2017-02-07,2017-02-07,"10:02:28","Banktransfer","Bank Transfer","Und",200,"R"
27872,56392,2017-02-07,2017-02-07,"15:56:53","Banktransfer","Bank Transfer","Und",60,"R"
9300,56393,2017-02-07,2017-02-07,"16:58:01","Banktransfer","Bank Transfer","Und",10,"S"
56642,56400,2017-02-07,2017-02-07,"19:11:50","PayPal","eWallet","Und",30,"S"
43253,56401,2017-02-07,2017-02-07,"19:21:57","Banktransfer","Bank Transfer","Und",116.33258,"S"
56543,56413,2017-02-07,2017-02-07,"22:14:36","Banktransfer","Bank Transfer","Und",50,"S"
11906,56417,2017-02-07,2017-02-07,"22:47:58","Banktransfer","Bank Transfer","Und",200,"R"
12297,56419,2017-02-07,2017-02-07,"22:56:38","VISA","EEA debit/credit card","Und",200,"S"
41102,56420,2017-02-07,2017-02-07,"23:02:07","Banktransfer","Bank Transfer","Und",350,"S"
17078,56429,2017-02-08,2017-02-08,"01:11:29","Banktransfer","Bank Transfer","Und",220,"S"
